"cell_id","cell_class","variant_id","scenario_id","n_x","n_y","moment_type","interval_id","metric","successes","denominator","estimate","mcse","wilson_lower","wilson_upper"
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","tangency_global_outer_touches_K_boundary_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","tangency_global_root_component_present_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","tangency_global_root_component_touches_K_left_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","tangency_global_root_component_touches_K_right_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","tangency_global_root_component_touches_K_boundary_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_isolation_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_isolation_success",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_isolation_limit_hit",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_isolation_all_tolerances_met",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","wald_reported",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","wald_conditional_cover",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","wald_formal_unconditional_cover",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","wald_report_and_cover",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_multiplier_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_multiplier_reported",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_multiplier_conditional_cover",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_multiplier_formal_unconditional_cover",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","root_multiplier_report_and_cover",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_requested",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_implemented",2032,2032,1,0,0.998113085474288,1
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_reported",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_failure",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_same_multiplier_seed",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_guard_failed",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_enclosure_limit_hit",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_derivative_positive_throughout_K",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_derivative_negative_throughout_K",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_exact_root_certified",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_local_exact_root_certified",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_exact_root_on_K_certified",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_exact_root_on_K_statement_true",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_false_exact_root_on_K_report",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_certificate_reported",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_certificate_statement_true",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_false_exact_root_report",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_value_grid_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_derivative_grid_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","derivative_assisted_joint_grid_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","pointwise_grid_curve_coverage",1911,2032,0.940452755905512,0.00524973611144249,0.92930853552954,0.949934782875468
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","pointwise_root_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","pointwise_false_sign_report",121,2032,0.0595472440944882,0.00524973611144249,0.0500652171245315,0.0706914644704602
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","pointwise_reversal_report",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","pointwise_no_root_report",88,2032,0.0433070866141732,0.00451547987434917,0.0352851087291446,0.0530525454833161
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","any_primary_false_report",107,2032,0.0526574803149606,0.00495474947531258,0.0437629631125504,0.0632401917140948
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_band_covers_truth_on_grid",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_band_covers_truth_on_audit_grid",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_continuum_band_covers_truth",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_any_primary_false_report",107,2032,0.0526574803149606,0.00495474947531258,0.0437629631125504,0.0632401917140948
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_pointwise_grid_curve_coverage",1911,2032,0.940452755905512,0.00524973611144249,0.92930853552954,0.949934782875468
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_derivative_assisted_grid_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","joint_derivative_assisted_false_exact_root_report",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","across_interval_joint_band_covers_truth_on_grid",1920,2032,0.94488188976378,0.00506260530950099,0.934093798157723,0.953991073169794
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","across_interval_joint_band_covers_truth_on_audit_grid",1920,2032,0.94488188976378,0.00506260530950099,0.934093798157723,0.953991073169794
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","across_interval_joint_continuum_band_covers_truth",1920,2032,0.94488188976378,0.00506260530950099,0.934093798157723,0.953991073169794
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","across_interval_joint_any_primary_false_report",112,2032,0.0551181102362205,0.00506260530950098,0.046008926830206,0.0659062018422773
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","band_covers_truth_on_grid",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","band_covers_truth_on_audit_grid",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","continuum_band_covers_truth",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","guard_failed",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","roundoff_inflation_requested",2032,2032,1,0,0.998113085474288,1
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","roundoff_inflation_margin_applied",2032,2032,1,0,0.998113085474288,1
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","continuum_truth_limit_hit",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","continuum_truth_endpoint_violation",107,2032,0.0526574803149606,0.00495474947531258,0.0437629631125504,0.0632401917140948
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_limit_hit",15,2032,0.00738188976377953,0.00189894778511625,0.00447863894622308,0.0121441971170024
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_depth_limit_hit",15,2032,0.00738188976377953,0.00189894778511625,0.00447863894622308,0.0121441971170024
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_node_limit_hit",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_variance_limit_hit",0,2032,0,0,0,0.00188691452571133
