"cell_id","cell_class","variant_id","scenario_id","n_x","n_y","moment_type","interval_id","metric","rows","finite","missing","positive_infinite","negative_infinite","mean","sd","mean_mcse","q05","q50","q95"
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","x_latent_high_count",2032,0,2032,0,0,,,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","y_latent_high_count",2032,0,2032,0,0,,,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","elapsed_seconds",2032,2032,0,0,0,10.707344980315,7.10404404697447,0.15759549320654,5.03020000000001,7.96499999999997,23.1578
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K1","peak_r_heap_mb",2032,2032,0,0,0,138.082775590551,9.61378403640347,0.213271346120584,130.6,143.9,144.1
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","bootstrap_grid_size",2032,2032,0,0,0,351,0,0,351,351,351
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","bootstrap_grid_spacing",2032,2032,0,0,0,0.00500000000000012,0,0,0.00500000000000012,0.00500000000000012,0.00500000000000012
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_grid_size",2032,2032,0,0,0,701,0,0,701,701,701
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","enclosure_grid_spacing",2032,2032,0,0,0,0.00250000000000017,0,0,0.00250000000000017,0.00250000000000017,0.00250000000000017
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","configured_guard_maximum_levels",2032,2032,0,0,0,6,0,0,6,6,6
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","configured_continuum_enclosure_maximum_levels",2032,2032,0,0,0,8,0,0,8,8,8
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","guard_minimum_ratio",2032,2032,0,0,0,0.000845960731339402,0.000239135317207176,5.30495700887687e-06,0.000482571735405752,0.000830357610002551,0.00125709044376808
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","guard_nodes_used",2032,2032,0,0,0,351,0,0,351,351,351
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","guard_maximum_level",2032,2032,0,0,0,0,0,0,0,0,0
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","critical_value",2032,2032,0,0,0,2.0343294761906,0.0567411812903181,0.00125874141424809,1.94182484834543,2.03550755129662,2.12622380545748
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","maximum_half_width",2032,2032,0,0,0,0.180493253229648,0.0210778161612411,0.000467588434373837,0.149117183818508,0.178663583472262,0.21775914109236
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","integrated_half_width",2032,2032,0,0,0,0.167902260694922,0.0162758582278804,0.000361062218621087,0.142646419042309,0.166384746967866,0.196442460539931
