audit_id,source_sha256,critical_value,precision_bits,cells,n_x,n_y,certified_guard_ratio_lower,certified_variance_lower,accuracy_target,enclosure_excess_upper,accuracy_target_met,minimum_whole_cell_lower_bound,positive_cells,outer_cells
hillstrom_verified_numerics_v001,0e5893329d8b93cefecc571777672028290ab69865718020c78c7284f291aece,2.22823852982312,256,4000,21306,21307,0.98424156516212802,0.087629241322886797,0.1,0.088665284611608441,TRUE,0.013930517899238026,4000,0
