order,lower,upper,sign
0.25,0.013930517899238026,0.026848365877831643,positive
0.50,0.042447184704854937,0.086730268280024114,positive
0.75,0.13462969023755078,0.29938758488292538,positive
1.00,0.44357480826875567,1.0972210921986008,positive
1.25,1.5129161786875676,4.227280740197096,positive
1.50,5.310301470772,16.914818659512466,positive
