"application_id","x_segment","y_segment","n_x","n_y","n_eff","p_min","p_max","alpha","bootstrap_reps","bootstrap_seed","multiplier_distribution","bootstrap_grid_size","enclosure_initial_grid_size","audit_grid_size","critical_value","guard_valid","guard_minimum_certified_ratio","guard_nodes_used","guard_maximum_level","enclosure_nodes_used","enclosure_maximum_level","enclosure_limit_hit","enclosure_variance_limit_hit","enclosure_statistical_limit_hit","outer_component_count","outer_total_length","certified_alternations","certified_bracket_count","no_root_on_K_certified","uniform_y_dominance_certified","uniform_x_dominance_certified","conclusion","structural_crossing_budget_used"
"hillstrom_application_v001","No E-Mail","Mens E-Mail",21306,21307,10653.2499941332,0.25,1.5,0.05,9999,20260822,"rademacher",251,501,1001,2.22823852982312,TRUE,0.884431479985553,251,0,501,0,FALSE,FALSE,FALSE,0,0,0,0,TRUE,TRUE,FALSE,"UNIFORM_Y_DOMINANCE_NO_ROOT",FALSE
