"order","moment_x","moment_y","delta_hat","variance_hat","standard_error","critical_value","half_width","lower","upper","studentized","sign_status"
0.39,0.0336065013854395,0.0721878947798139,0.0385813933943744,0.340550764359253,0.00565392275064903,2.22823852982312,0.0125982885176397,0.0259831048767348,0.0511796819120141,6.82382747269506,"positive"
0.395,0.034399782777083,0.0738847281617504,0.0394849453846674,0.357834177702638,0.00579561930233671,2.22823852982312,0.0129140222336532,0.0265709231510141,0.0523989676183206,6.81289493406643,"positive"
0.4,0.0352123683737398,0.0756229770147891,0.0404106086410493,0.376022107523855,0.00594108314532063,2.22823852982312,0.0132381503732861,0.0271724582677632,0.0536487590143354,6.80189245842787,"positive"
0.405,0.0360447412865,0.0774036872071705,0.0413589459206705,0.395163161131412,0.00609041892405238,2.22823852982312,0.0135709061093374,0.0277880398113332,0.0549298520300079,6.79082119578591,"positive"
0.41,0.0368973970277093,0.0792279318158991,0.0423305347881899,0.415308617271501,0.00624373427741801,2.22823852982312,0.0139125292869201,0.0284180055012698,0.05624306407511,6.77968230347159,"positive"
0.415,0.0377708438366272,0.0810968118527522,0.0433259680161249,0.43651257575449,0.00640113992613543,2.22823852982312,0.0142632666182041,0.0290627013979209,0.057589234634329,6.76847694568086,"positive"
0.42,0.0386656030138112,0.0830114570100755,0.0443458539962643,0.458832115596471,0.00656274976273879,2.22823852982312,0.0146233718829221,0.0297224821133422,0.0589692258791864,6.75720629301547,"positive"
0.425,0.0395822092644658,0.0849730264269174,0.0453908171624516,0.482327462166963,0.00672868094422702,2.22823852982312,0.0149931061348132,0.0303977110276384,0.0603839232972649,6.74587152202475,"positive"
0.43,0.0405212110510011,0.0869827094760629,0.0464614984250618,0.507062163862582,0.00689905398745641,2.22823852982312,0.0153727379141802,0.0310887605108816,0.061834236339242,6.73447381474856,"positive"
0.435,0.0414831709550526,0.0890417265725507,0.0475585556174981,0.533103278856789,0.00707399286735923,2.22823852982312,0.0157625434667438,0.0317960121507543,0.0633210990842418,6.72301435826185,"positive"
0.44,0.0424686660492193,0.0911513300042675,0.0486826639550483,0.560521572507953,0.00725362511807324,2.22823852982312,0.0161628069689836,0.0325198569860647,0.0648454709240318,6.71149434422104,"positive"
0.445,0.0434782882787876,0.0933128047852356,0.049834516506448,0.589391726042037,0.00743808193706901,2.22823852982312,0.0165738207601585,0.0332606957462895,0.0664083372666066,6.69991496841259,"positive"
0.45,0.0445126448537131,0.0955274695322219,0.0510148246785087,0.619792557162173,0.00762749829236508,2.22823852982312,0.0169958855812079,0.0340189390973008,0.0680107102597167,6.68827743030414,"positive"
0.455,0.0455723586511404,0.0977966773653189,0.0522243187141786,0.651807253275608,0.00782201303292337,2.22823852982312,0.0174293108207384,0.0347950078934401,0.069653629534917,6.67658293259842,"positive"
0.46,0.0466580686287498,0.100121816833164,0.0534637482044145,0.685523618068879,0.00802176900232022,2.22823852982312,0.0178744147683107,0.0355893334361038,0.0713381629727252,6.66483268079032,"positive"
0.465,0.0477704302492279,0.102504312863483,0.0547338826142555,0.721034332204879,0.00822691315579125,2.22823852982312,0.0183315248752428,0.0364023577390127,0.0730654074894982,6.65302788272733,"positive"
0.47,0.0489101159161649,0.104945627739661,0.0560355118234962,0.758437228960802,0.00843759668075117,2.22823852982312,0.0188009780231574,0.0372345338003388,0.0748364898466536,6.64116974817378,"positive"
0.475,0.0500778154216939,0.107447262104068,0.0573694466823744,0.797835585673959,0.00865397512089288,2.22823852982312,0.0192831208005042,0.0380863258818702,0.0766525674828786,6.62925948837893,"positive"
0.48,0.0512742364061921,0.110010755988887,0.0587365195826945,0.839338431913294,0.00887620850397311,2.22823852982312,0.0197783097872965,0.038958209795398,0.078514829369991,6.61729831564944,"positive"
0.485,0.052500104830376,0.1126376898752,0.0601375850448241,0.883060875348289,0.00910446147339533,2.22823852982312,0.0202869118483096,0.0398506731965145,0.0804244968931337,6.60528744292626,"positive"
0.49,0.0537561654601297,0.11532968578114,0.0615735203210103,0.929124446343995,0.00933890342370387,2.22823852982312,0.020809304434994,0.0407642158860163,0.0823828247560043,6.59322808336633,"positive"
0.495,0.0550431823644162,0.118088408379895,0.063045226015479,0.977657462371314,0.00957970864010669,2.22823852982312,0.0213458758963651,0.0416993501191139,0.0843911019118442,6.58112144992928,"positive"
0.5,0.0563619394266307,0.12091556614842,0.064553626721789,1.02879541338569,0.00982705644214771,2.22823852982312,0.02189702579914,0.0426566009226489,0.086450652520929,6.56896875496939,"positive"
0.505,0.0577132408697651,0.123812912547695,0.0660996716779304,1.08268136939516,0.0100811313316535,2.22823852982312,0.0224631652573973,0.0436365064205331,0.0885628369353276,6.55677120983296,"positive"
0.51,0.0590979117957631,0.126782247235432,0.0676843354396687,1.13946641151044,0.0103421231450823,2.22823852982312,0.0230447172720479,0.0446396181676208,0.0907290527117166,6.54453002446142,"positive"
0.515,0.0605167987394562,0.129825417312106,0.0693086185726503,1.19931008784601,0.0106102272104089,2.22823852982312,0.0236421170804108,0.0456665014922395,0.092950735653061,6.5322464070003,"positive"
0.52,0.0619707702374813,0.132944318601282,0.0709735483638003,1.26238089572147,0.0108856445086793,2.22823852982312,0.0242558125161966,0.0467177358476038,0.0952293608799969,6.5199215634143,"positive"
0.525,0.0634607174125921,0.136140896965152,0.0726801795525599,1.32885679169795,0.0111685818403784,2.22823852982312,0.0248862643802139,0.047793915172346,0.0975664439327738,6.50755669710861,"positive"
0.53,0.0649875545737879,0.139417149656311,0.0744295950825233,1.398925731075,0.0114592519967536,2.22823852982312,0.0255339468221189,0.0488956482604044,0.0999635419046422,6.49515300855668,"positive"
0.535,0.0665522198326953,0.142775126706749,0.0762229068740535,1.47278623856867,0.0117578739362436,2.22823852982312,0.026199347733541,0.0500235591405125,0.102422254607595,6.48271169493464,"positive"
0.54,0.068155675736651,0.146216932355122,0.0780612566184711,1.55064801199368,0.0120646729661665,2.22823852982312,0.0268829691529274,0.0511782874655436,0.104944225771399,6.47023394976242,"positive"
0.545,0.0697989099189443,0.149744726513371,0.0799458165944268,1.63273256087956,0.0123798809298249,2.22823852982312,0.0275853276824583,0.0523604889119684,0.107531144276885,6.45772096255189,"positive"
0.55,0.0714829357666947,0.153360726273783,0.081877790507088,1.71927388206497,0.012703736399192,2.22823852982312,0.0283069549173959,0.0535708355896921,0.110184745424484,6.44517391846197,"positive"
0.555,0.0732087931068481,0.157067207457633,0.0838584143507853,1.8105191744348,0.0130364848733446,2.22823852982312,0.0290483978882426,0.0548100164625427,0.112906812239028,6.43259399796097,"positive"
0.56,0.0749775489107943,0.16086650620658,0.0858889572957853,1.90672959509311,0.0133783789828189,2.22823852982312,0.029810219516093,0.0560787377796923,0.115699176811878,6.41998237649624,"positive"
0.565,0.0767902980181172,0.164761020617991,0.0879707225998741,2.0081810593998,0.0137296787000651,2.22823852982312,0.0305929990815769,0.0573777235182972,0.118563721681451,6.40734022417121,"positive"
0.57,0.0786481638800076,0.168753212425465,0.090105048545457,2.1151650874432,0.0140906515561853,2.22823852982312,0.0313973327078043,0.0587077158376528,0.121502381253261,6.39466870543001,"positive"
0.575,0.0805522993228808,0.172845608725778,0.0922933094028969,2.22798969967241,0.0144615728641445,2.22823852982312,0.0322238338577312,0.0600694755451657,0.124517143260628,6.38196897874959,"positive"
0.58,0.0825038873327578,0.177040803753597,0.0945369164208392,2.34698036457492,0.0148427259486487,2.22823852982312,0.0330731338463845,0.0614637825744547,0.127610050267224,6.36924219633966,"positive"
0.585,0.0845041418609832,0.181341460705272,0.0968373188442885,2.47248100145562,0.0152344023828925,2.22823852982312,0.0339458823683902,0.0628914364758983,0.130783201212679,6.35648950385032,"positive"
0.59,0.0865543086518716,0.1857503136131,0.0991960049612279,2.60485504155442,0.0156369022323813,2.22823852982312,0.034842748041269,0.0643532569199589,0.134038753002497,6.34371204008749,"positive"
0.595,0.0886556660928859,0.190270169271475,0.101614503178589,2.74448655093182,0.0160505343060431,2.22823852982312,0.0357644189649729,0.0658500842136165,0.137378922143562,6.33091093673632,"positive"
0.6,0.0908095260879754,0.19490390921639,0.104094383128415,2.89178141875483,0.0164756164148493,2.22823852982312,0.0367116032981534,0.0673827798302611,0.140805986426568,6.31808731809242,"positive"
0.605,0.0930172349547101,0.19965449175977,0.10663725680506,3.04716861483125,0.0169124756381703,2.22823852982312,0.0376850298516658,0.0689522269533945,0.144322286656726,6.30524230080116,"positive"
0.61,0.0952801743458747,0.204524954080212,0.109244779734338,3.21110152046882,0.0173614485980999,2.22823852982312,0.0386854486998297,0.070559331034508,0.147930228434167,6.2923769936049,"positive"
0.615,0.097599762196196,0.209518414371685,0.111918652175489,3.38405933697759,0.017822881741989,2.22823852982312,0.0397136318099808,0.072205020365508,0.15163228398547,6.27949249709824,"positive"
0.62,0.0999774536949038,0.214638074051844,0.11466062035694,3.5665485763905,0.0182971316334357,2.22823852982312,0.0407703736908668,0.0738902466660735,0.155430994047807,6.26658990349135,"positive"
0.625,0.102414742284839,0.219887220031633,0.117472477746794,3.75910463924893,0.0187845652519881,2.22823852982312,0.0418564920604564,0.075615985686338,0.159328969807251,6.2536702963813,"positive"
0.63,0.104913160688846,0.225269227047894,0.120356066359048,3.96229348458834,0.0192855603018217,2.22823852982312,0.0429728285337462,0.0773832378253019,0.163328894892794,6.24073475053144,"positive"
0.635,0.107474281964208,0.230787560060766,0.123313278096557,4.1767133975641,0.0198005055296628,2.22823852982312,0.0441202493311705,0.079193028765387,0.167433527427728,6.22778433165879,"positive"
0.64,0.110099720585901,0.2364457767177,0.126346056131798,4.40299686048174,0.0203298010522385,2.22823852982312,0.0452996460082363,0.0810464101235619,0.171645702140034,6.21482009622945,"positive"
0.645,0.11279113355947,0.242247529885967,0.129456396326497,4.64181253333859,0.0208738586935378,2.22823852982312,0.0465119362070241,0.0829444601194731,0.175968332533521,6.20184309126204,"positive"
0.65,0.115550221564343,0.248196570255589,0.132646348691246,4.89386735034767,0.0214331023321844,2.22823852982312,0.0477580644302149,0.084888284261031,0.180404413121461,6.188854354139,"positive"
0.655,0.118378730128443,0.254296749014681,0.135918018886238,5.15990873929998,0.0220079682592233,2.22823852982312,0.0490390028383255,0.0868790160479123,0.184957021724563,6.17585491242592,"positive"
0.66,0.121278450834954,0.260552020599255,0.139273569764301,5.44072697102985,0.0225989055466378,2.22823852982312,0.0503557520708517,0.0889178176934492,0.189629321835153,6.16284578369866,"positive"
0.665,0.124251222562137,0.266966445519575,0.142715222957438,5.73715764668146,0.0232063764269208,2.22823852982312,0.0517093420920438,0.0910058808653937,0.194424565049481,6.14982797537833,"positive"
0.67,0.127298932757127,0.273544193265237,0.14624526050811,6.05008433093321,0.0238308566840343,2.22823852982312,0.0531008330620579,0.0931444274460524,0.199346093570168,6.13680248457409,"positive"
0.675,0.130423518744641,0.280289545291197,0.149866026546556,6.38044133982372,0.0244728360561023,2.22823852982312,0.0545313162342516,0.0953347103123048,0.204397342780808,6.12377029793354,"positive"
0.68,0.133626969071585,0.287206898087027,0.153579929015442,6.72921669233872,0.0251328186501913,2.22823852982312,0.0560019148794134,0.0975780141360289,0.209581843894856,6.1107323915009,"positive"
0.685,0.136911324888543,0.29430076633176,0.157389441443217,7.0974552354656,0.0258113233695441,2.22823852982312,0.057513785237742,0.0998756562054754,0.214903226680959,6.09768973058267,"positive"
0.69,0.140278681369191,0.301575786136745,0.161297104767554,7.48626195300101,0.0265088843536438,2.22823852982312,0.0590681174994142,0.10222898726814,0.220365222266968,6.08464326962078,"positive"
0.695,0.143731189168681,0.309036718378994,0.165305529210313,7.8968054690131,0.0272260514314971,2.22823852982312,0.0606661368146077,0.104639392395705,0.22597166602492,6.07159395207324,"positive"
0.7,0.147271055922095,0.316688452127595,0.1694173962055,8.33032175750983,0.0279633905885354,2.22823852982312,0.0623091043338676,0.107108291871632,0.231726500539367,6.05854271030204,"positive"
0.705,0.150900547784068,0.324536008165811,0.173635460381743,8.78811807055708,0.0287214844475471,2.22823852982312,0.06399831827974,0.109637142102003,0.237633778661483,6.04549046546832,"positive"
0.71,0.154621991010748,0.332584542611588,0.17796255160084,9.27157709782148,0.0295009327640662,2.22823852982312,0.0657351150506135,0.112227436550227,0.243697666651454,6.0324381274347,"positive"
0.715,0.158437773585264,0.340839350639254,0.18240157705399,9.78216137129019,0.0303023529366533,2.22823852982312,0.0675208703577495,0.11488070669624,0.249922447411739,6.01938659467462,"positive"
0.72,0.162350346887919,0.349305870305272,0.186955523417352,10.3214179297422,0.0311263805325223,2.22823852982312,0.0693570003965024,0.11759852302085,0.256312523813855,6.00633675418871,"positive"
0.725,0.166362227412358,0.357989686481009,0.191627459068651,10.8909832584198,0.0319736698289763,2.22823852982312,0.0712449630527679,0.120382496015883,0.262872422121418,5.99328948142785,"positive"
0.73,0.170475998528994,0.366896534895543,0.196420536366549,11.4925885202722,0.0328448943711315,2.22823852982312,0.0731862591457256,0.123234277220824,0.269606795512275,5.98024564022316,"positive"
0.735,0.174694312297017,0.37603230629164,0.201337993994624,12.1280650961269,0.0337407475464239,2.22823852982312,0.0751824337079765,0.126155560286647,0.2765204277026,5.96720608272246,"positive"
0.74,0.179019891326342,0.385403050698102,0.20638315937176,12.7993504521828,0.0346619431764062,2.22823852982312,0.0772350773042077,0.129148082067553,0.283618236675968,5.95417164933332,"positive"
0.745,0.183455530690894,0.395014981821798,0.211559451130904,13.5084943543236,0.0356092161263599,2.22823852982312,0.0793458273895538,0.13221362374135,0.290905278520458,5.94114316867246,"positive"
0.75,0.18800409989466,0.404874481562769,0.216870381668109,14.2576654499171,0.0365833229332623,2.22823852982312,0.0815163697088567,0.135354011959253,0.298386751376966,5.92812145752146,"positive"
0.755,0.192668544892003,0.414988104655914,0.222319559763911,15.049158239011,0.0375850424526651,2.22823852982312,0.083748439738066,0.138571120025845,0.306067999501977,5.91510732078862,"positive"
0.76,0.197451890163734,0.425362583442833,0.227910693279099,15.8854004581448,0.0386151765250584,2.22823852982312,0.0860438241690564,0.141866869110043,0.313954517448155,5.90210155147683,"positive"
0.765,0.202357240850522,0.43600483277755,0.233647591927028,16.7689609013977,0.0396745506623106,2.22823852982312,0.0884043624391797,0.145243229487848,0.322051954366208,5.88910493065736,"positive"
0.77,0.207387784945246,0.446921955069908,0.239534170124661,17.7025577047668,0.0407640147547935,2.22823852982312,0.0908319483069089,0.148702221817752,0.33036611843157,5.87611822744948,"positive"
0.775,0.212546795545931,0.458121245470543,0.245574449924613,18.6890671215405,0.0418844437998214,2.22823852982312,0.0933285314749729,0.15224591844964,0.338902981399586,5.86314219900564,"positive"
0.78,0.217837633170977,0.469610197201495,0.251772564030518,19.7315328179941,0.0430367386520486,2.22823852982312,0.0958961192624225,0.155876444768095,0.34766868329294,5.85017759050228,"positive"
0.785,0.223263748138434,0.48139650703656,0.258132758898126,20.833175720498,0.0442218267964943,2.22823852982312,0.0985367783271131,0.159595980571013,0.356669537225239,5.83722513513596,"positive"
0.79,0.228828683011098,0.493488080935677,0.264659397924579,21.997404446999,0.0454406631448804,2.22823852982312,0.101252636440136,0.163406761484443,0.365912034364714,5.82428555412481,"positive"
0.795,0.234536075109305,0.505893039837723,0.271356964728417,23.2278263578187,0.0466942308559898,2.22823852982312,0.104045884313772,0.167311080414645,0.375402849042189,5.81135955671509,"positive"
0.8,0.240389659093302,0.518619725616225,0.278230066522923,24.528259262816,0.0479835421807766,2.22823852982312,0.106918777484599,0.171311289038324,0.385148844007523,5.79844784019278,"positive"
0.805,0.246393269617155,0.531676707202638,0.285283437585483,25.9027438241909,0.0493096393329772,2.22823852982312,0.109873638253421,0.175409799332062,0.395157075838904,5.78555108990001,"positive"
0.81,0.252550844056218,0.545072786881954,0.292521942825737,27.3555566965736,0.050673595385999,2.22823852982312,0.11291285768375,0.179609085141987,0.405434800509487,5.77266997925629,"positive"
0.815,0.258866425310209,0.558817006765574,0.299950581455365,28.8912244485502,0.0520765151968844,2.22823852982312,0.116038897660617,0.183911683794748,0.415989479115982,5.75980516978428,"positive"
0.82,0.265344164684037,0.572918655446467,0.30757449076243,30.5145383124381,0.0535195363581726,2.22823852982312,0.119254293011549,0.188320197750881,0.426828783773979,5.74695731114013,"positive"
0.825,0.271988324848558,0.587387274841852,0.315398949993293,32.2305698119463,0.055003830178507,2.22823852982312,0.122561653691597,0.192837296301697,0.43796060368489,5.73412704114808,"positive"
0.83,0.278803282883513,0.602232667228716,0.323429384345203,34.044687320349,0.0565306026928626,2.22823852982312,0.125963667034359,0.197465717310844,0.449393051379562,5.72131498583932,"positive"
0.835,0.285793533404963,0.617464902477712,0.33167136907275,35.9625736049744,0.0581010957032935,2.22823852982312,0.129463100071019,0.202208269001731,0.461134469143769,5.70852175949496,"positive"
0.84,0.292963691779594,0.633094325491057,0.340130633711463,37.9902444171801,0.0597165878511269,2.22823852982312,0.133062801919448,0.207067831792015,0.473193435630911,5.69574796469293,"positive"
0.845,0.300318497428353,0.649131563850292,0.348813066421939,40.1340681905551,0.0613783957215633,2.22823852982312,0.136765706245518,0.212047360176421,0.485578772667457,5.68299419235871,"positive"
0.85,0.307862817221909,0.66558753567988,0.357724718457971,42.4007869138797,0.063087874981665,2.22823852982312,0.14057483379881,0.217149884659161,0.498299552256781,5.67026102181973,"positive"
0.855,0.315601648970559,0.682473457732818,0.366871808762259,44.7975382493894,0.0648464215527501,2.22823852982312,0.14449329502499,0.222378513737269,0.511365103787249,5.65754902086343,"positive"
0.86,0.323540125011211,0.699800853704594,0.376260728693383,47.3318789711534,0.0666554728182391,2.22823852982312,0.148524292757178,0.227736435936205,0.524785021450561,5.64485874579868,"positive"
0.865,0.331683515894205,0.717581562782043,0.385898046887838,50.011809802899,0.0685165088680314,2.22823852982312,0.152671124988715,0.233226921899123,0.538569171876553,5.63219074152056,"positive"
0.87,0.340037234172779,0.735827748433791,0.395790514261012,52.8458017394063,0.0704310537805247,2.22823852982312,0.156937187729809,0.238853326531203,0.552727701990821,5.61954554157834,"positive"
0.875,0.348606838298084,0.754551907449225,0.405945069151141,55.8428239406887,0.072400676943422,2.22823852982312,0.161325977950609,0.244619091200532,0.56727104710175,5.6069236682465,"positive"
0.88,0.357398036622714,0.773766879233076,0.416368842610362,59.0123732935651,0.0744269944145073,2.22823852982312,0.165841096613335,0.250527745997027,0.582209939223697,5.59432563259874,"positive"
0.885,0.36641669151584,0.793485855362951,0.427069163847111,62.3645057409608,0.0765116703236071,2.22823852982312,0.170486251796185,0.256582912050926,0.597555415643297,5.58175193458483,"positive"
0.89,0.375668823593076,0.813722389417331,0.438053565824255,65.9098694853382,0.0786564183169908,2.22823852982312,0.175265261911804,0.262788303912451,0.613318827736059,5.5692030631101,"positive"
0.895,0.385160616064345,0.83449040708179,0.449329791017445,69.6597401791078,0.0808630030455031,2.22823852982312,0.180182059023194,0.269147731994251,0.629511850040639,5.55667949611764,"positive"
0.9,0.394898419203057,0.855804216541392,0.460905797338335,73.6260582216964,0.0831332416977602,2.22823852982312,0.185240692260047,0.275665105078288,0.646146489598382,5.54418170067285,"positive"
0.905,0.40488875494005,0.877678519167483,0.472789764227433,77.8214682902037,0.0854690055797825,2.22823852982312,0.190445331338538,0.282344432888895,0.663235095565971,5.5317101330505,"positive"
0.91,0.415138321585812,0.9001284205073,0.484990098921488,82.259361238266,0.0878722217424781,2.22823852982312,0.19580027018775,0.289189828733738,0.680790369109238,5.51926523882393,"positive"
0.915,0.425653998684627,0.923169441585101,0.497515442900474,86.9539185059051,0.0903448746584353,2.22823852982312,0.201309930685966,0.296205512214508,0.698825373586439,5.50684745295645,"positive"
0.92,0.436442852004357,0.946817530523716,0.510374678519359,91.9201591917964,0.0928890079495271,2.22823852982312,0.206978866510182,0.303395812009176,0.717353545029541,5.49445719989473,"positive"
0.925,0.447512138665734,0.971089074495753,0.523576935830018,97.1739899485714,0.0955067261668756,2.22823852982312,0.212811767102298,0.31076516872772,0.736388702932316,5.48209489366425,"positive"
0.93,0.458869312415087,0.996000912013884,0.537131599598797,102.732257871514,0.0982001966247725,2.22823852982312,0.218813461755524,0.318318137843273,0.755945061354321,5.46976093796636,"positive"
0.935,0.470522029044581,1.02157034556996,0.551048316525382,108.612806561346,0.100971651290201,2.22823852982312,0.22498892382469,0.326059392700691,0.776037240350072,5.45745572627729,"positive"
0.94,0.482478151964148,1.04781515463298,0.565337002668831,114.834535552754,0.103823388729654,2.22823852982312,0.231343275064219,0.333993727604612,0.79668027773305,5.44517964194861,"positive"
0.945,0.494745757929415,1.07475360901616,0.580007851086749,121.417463311969,0.106757776114997,2.22823852982312,0.237881790097666,0.342126060989084,0.817889641184415,5.43293305830931,"positive"
0.95,0.507333142930047,1.10240448262385,0.5950713396938,128.382794019012,0.109777251290169,2.22823852982312,0.244609901022828,0.350461438670972,0.839681240716629,5.4207163387693,"positive"
0.955,0.520248828243066,1.13078706758897,0.610538239345907,135.752988363369,0.112884324900595,2.22823852982312,0.251533202156576,0.359005037189331,0.862071441502483,5.40852983692416,"positive"
0.96,0.533501566655814,1.15992118881251,0.626419622156692,143.551838595702,0.116081582587199,2.22823852982312,0.258657454923642,0.36776216723305,0.885077077080334,5.39637389666127,"positive"
0.965,0.547100348863401,1.18982721891629,0.64272687005289,151.804548092991,0.119371687247012,2.22823852982312,0.265988592893786,0.376738277159104,0.908715462946676,5.38424885226694,"positive"
0.97,0.561054410045571,1.22052609362124,0.659471683575669,160.537815710105,0.122757381362381,2.22823852982312,0.273532726971847,0.385938956603822,0.933004410547516,5.37215502853472,"positive"
0.975,0.575373236628092,1.25203932756309,0.676666090935,169.779925207447,0.126241489400906,2.22823852982312,0.281296150745357,0.395369940189644,0.957962241680357,5.36009274087463,"positive"
0.98,0.590066573233923,1.28438903055834,0.694322457324412,179.560840061879,0.129826920288232,2.22823852982312,0.289285345994512,0.4050371113299,0.983607803318925,5.34806229542325,"positive"
0.985,0.605144429829536,1.31759792433324,0.712453494503703,189.912303986862,0.133516669955931,2.22823852982312,0.297506988369483,0.41494650613422,1.00996048287319,5.33606398915473,"positive"
0.99,0.620617089071959,1.35168935972934,0.731072270657376,200.867947507558,0.137313823966784,2.22823852982312,0.305967953240136,0.42510431741724,1.03704022389751,5.32409810999236,"positive"
0.995,0.636495113862246,1.38668733439908,0.750192220536833,212.463400957684,0.141221560219789,2.22823852982312,0.314675321723469,0.435516898813364,1.0648675422603,5.31216493692095,"positive"
